Place,Date,Time,Value,Unit
2396,2/20/19,11:56:14,17760,LUX     
2397,2/20/19,11:56:24,17760,LUX     
2398,2/20/19,11:56:34,17760,LUX     
2399,2/20/19,11:56:44,17760,LUX     
2400,2/20/19,11:56:54,18220,LUX     
2401,2/20/19,11:57:04,18220,LUX     
2402,2/20/19,11:57:14,18220,LUX     
2403,2/20/19,11:57:24,18220,LUX     
2404,2/20/19,11:57:34,18220,LUX     
2405,2/20/19,11:57:44,17060,LUX     
2406,2/20/19,11:57:54,17990,LUX     
2407,2/20/19,11:58:04,17530,LUX     
2408,2/20/19,11:58:14,17990,LUX     
2409,2/20/19,11:58:24,17990,LUX     
2410,2/20/19,11:58:34,17990,LUX     
2411,2/20/19,11:58:44,17990,LUX     
2412,2/20/19,11:58:54,17290,LUX     
2413,2/20/19,11:59:04,17290,LUX     
2414,2/20/19,11:59:14,17290,LUX     
2415,2/20/19,11:59:24,17290,LUX     
2416,2/20/19,11:59:34,17290,LUX     
2417,2/20/19,11:59:44,16830,LUX     
2418,2/20/19,11:59:54,16130,LUX     
2419,2/20/19,12:00:04,17290,LUX     
2420,2/20/19,12:00:14,17290,LUX     
2421,2/20/19,12:00:24,17290,LUX     
2422,2/20/19,12:00:34,17290,LUX     
2423,2/20/19,12:00:44,17290,LUX     
2424,2/20/19,12:00:54,17990,LUX     
2425,2/20/19,12:01:04,17530,LUX     
2426,2/20/19,12:01:14,17530,LUX     
2427,2/20/19,12:01:24,17530,LUX     
2428,2/20/19,12:01:34,16130,LUX     
2429,2/20/19,12:01:44,16130,LUX     
2430,2/20/19,12:01:54,19620,LUX     
2431,2/20/19,12:02:04,19620,LUX     
2432,2/20/19,12:02:14,19620,LUX     
2433,2/20/19,12:02:24,19620,LUX     
2434,2/20/19,12:02:34,19620,LUX     
2435,2/20/19,12:02:44,18920,LUX     
2436,2/20/19,12:02:54,18920,LUX     
2437,2/20/19,12:03:04,18920,LUX     
2438,2/20/19,12:03:14,18920,LUX     
2439,2/20/19,12:03:24,18920,LUX     
2440,2/20/19,12:03:34,18920,LUX     
2441,2/20/19,12:03:44,20900,LUX     
2442,2/20/19,12:03:54,19600,LUX     
2443,2/20/19,12:04:04,19800,LUX     
2444,2/20/19,12:04:14,19800,LUX     
2445,2/20/19,12:04:24,19800,LUX     
2446,2/20/19,12:04:34,19800,LUX     
2447,2/20/19,12:04:44,19800,LUX     
2448,2/20/19,12:04:54,19800,LUX     
2449,2/20/19,12:05:04,19800,LUX     
2450,2/20/19,12:05:14,20900,LUX     
2451,2/20/19,12:05:24,20900,LUX     
2452,2/20/19,12:05:34,20900,LUX     
2453,2/20/19,12:05:44,20900,LUX     
2454,2/20/19,12:05:54,20900,LUX     
2455,2/20/19,12:06:04,20900,LUX     
2456,2/20/19,12:06:14,20900,LUX     
2457,2/20/19,12:06:24,20900,LUX     
2458,2/20/19,12:06:34,20900,LUX     
2459,2/20/19,12:06:44,21600,LUX     
2460,2/20/19,12:06:54,21600,LUX     
2461,2/20/19,12:07:04,21400,LUX     
2462,2/20/19,12:07:14,21400,LUX     
2463,2/20/19,12:07:24,20700,LUX     
2464,2/20/19,12:07:34,20700,LUX     
2465,2/20/19,12:07:44,20700,LUX     
2466,2/20/19,12:07:54,20700,LUX     
2467,2/20/19,12:08:04,21600,LUX     
2468,2/20/19,12:08:14,21200,LUX     
2469,2/20/19,12:08:24,21200,LUX     
2470,2/20/19,12:08:34,21200,LUX     
2471,2/20/19,12:08:44,21200,LUX     
2472,2/20/19,12:08:54,20700,LUX     
2473,2/20/19,12:09:04,20700,LUX     
2474,2/20/19,12:09:14,21900,LUX     
2475,2/20/19,12:09:24,21900,LUX     
2476,2/20/19,12:09:34,21900,LUX     
2477,2/20/19,12:09:44,21900,LUX     
2478,2/20/19,12:09:54,21200,LUX     
2479,2/20/19,12:10:04,21200,LUX     
2480,2/20/19,12:10:14,21200,LUX     
2481,2/20/19,12:10:24,21400,LUX     
2482,2/20/19,12:10:34,22100,LUX     
2483,2/20/19,12:10:44,22100,LUX     
2484,2/20/19,12:10:54,22600,LUX     
2485,2/20/19,12:11:04,22600,LUX     
2486,2/20/19,12:11:14,21900,LUX     
2487,2/20/19,12:11:24,22300,LUX     
2488,2/20/19,12:11:34,22100,LUX     
2489,2/20/19,12:11:44,22100,LUX     
2490,2/20/19,12:11:54,22600,LUX     
2491,2/20/19,12:12:04,21400,LUX     
2492,2/20/19,12:12:14,21400,LUX     
2493,2/20/19,12:12:24,22100,LUX     
2494,2/20/19,12:12:34,22600,LUX     
2495,2/20/19,12:12:44,22600,LUX     
2496,2/20/19,12:12:54,22600,LUX     
2497,2/20/19,12:13:04,22100,LUX     
2498,2/20/19,12:13:14,23100,LUX     
2499,2/20/19,12:13:24,21900,LUX     
2500,2/20/19,12:13:34,21900,LUX     
2501,2/20/19,12:13:44,21900,LUX     
2502,2/20/19,12:13:54,22600,LUX     
2503,2/20/19,12:14:04,22600,LUX     
2504,2/20/19,12:14:14,21600,LUX     
2505,2/20/19,12:14:24,21600,LUX     
2506,2/20/19,12:14:34,21600,LUX     
2507,2/20/19,12:14:44,21600,LUX     
2508,2/20/19,12:14:54,21600,LUX     
2509,2/20/19,12:15:04,21600,LUX     
2510,2/20/19,12:15:14,21400,LUX     
2511,2/20/19,12:15:24,21400,LUX     
2512,2/20/19,12:15:34,21400,LUX     
2513,2/20/19,12:15:44,21400,LUX     
2514,2/20/19,12:15:54,21400,LUX     
2515,2/20/19,12:16:04,21400,LUX     
2516,2/20/19,12:16:14,21400,LUX     
2517,2/20/19,12:16:24,21600,LUX     
2518,2/20/19,12:16:34,21600,LUX     
2519,2/20/19,12:16:44,21600,LUX     
2520,2/20/19,12:16:54,21600,LUX     
2521,2/20/19,12:17:04,18900,LUX     
2522,2/20/19,12:17:14,18460,LUX     
2523,2/20/19,12:17:24,18460,LUX     
2524,2/20/19,12:17:34,18460,LUX     
2525,2/20/19,12:17:44,17760,LUX     
2526,2/20/19,12:17:54,17760,LUX     
2527,2/20/19,12:18:04,17760,LUX     
2528,2/20/19,12:18:14,17760,LUX     
2529,2/20/19,12:18:24,17530,LUX     
2530,2/20/19,12:18:34,18690,LUX     
2531,2/20/19,12:18:44,18690,LUX     
2532,2/20/19,12:18:54,18920,LUX     
2533,2/20/19,12:19:04,18920,LUX     
2534,2/20/19,12:19:14,17290,LUX     
2535,2/20/19,12:19:24,17290,LUX     
2536,2/20/19,12:19:34,17290,LUX     
2537,2/20/19,12:19:44,17290,LUX     
2538,2/20/19,12:19:54,18220,LUX     
2539,2/20/19,12:20:04,18220,LUX     
2540,2/20/19,12:20:14,18220,LUX     
2541,2/20/19,12:20:24,18220,LUX     
2542,2/20/19,12:20:34,18220,LUX     
2543,2/20/19,12:20:44,17760,LUX     
2544,2/20/19,12:20:54,17760,LUX     
2545,2/20/19,12:21:04,17760,LUX     
2546,2/20/19,12:21:14,16130,LUX     
2547,2/20/19,12:21:24,17060,LUX     
2548,2/20/19,12:21:34,17760,LUX     
2549,2/20/19,12:21:44,17760,LUX     
2550,2/20/19,12:21:54,15430,LUX     
2551,2/20/19,12:22:04,15430,LUX     
2552,2/20/19,12:22:14,15430,LUX     
2553,2/20/19,12:22:24,15430,LUX     
2554,2/20/19,12:22:34,16130,LUX     
2555,2/20/19,12:22:44,16130,LUX     
2556,2/20/19,12:22:54,16130,LUX     
2557,2/20/19,12:23:04,17290,LUX     
2558,2/20/19,12:23:14,17290,LUX     
2559,2/20/19,12:23:24,16600,LUX     
2560,2/20/19,12:23:34,16600,LUX     
2561,2/20/19,12:23:44,15200,LUX     
2562,2/20/19,12:23:54,16360,LUX     
2563,2/20/19,12:24:04,16360,LUX     
2564,2/20/19,12:24:14,16360,LUX     
2565,2/20/19,12:24:24,16360,LUX     
2566,2/20/19,12:24:34,16360,LUX     
2567,2/20/19,12:24:44,16360,LUX     
2568,2/20/19,12:24:54,16360,LUX     
2569,2/20/19,12:25:04,15430,LUX     
2570,2/20/19,12:25:14,15430,LUX     
2571,2/20/19,12:25:24,16600,LUX     
2572,2/20/19,12:25:34,17290,LUX     
2573,2/20/19,12:25:44,17290,LUX     
2574,2/20/19,12:25:54,16830,LUX     
2575,2/20/19,12:26:04,16830,LUX     
2576,2/20/19,12:26:14,17060,LUX     
2577,2/20/19,12:26:24,16830,LUX     
2578,2/20/19,12:26:34,16830,LUX     
2579,2/20/19,12:26:44,17290,LUX     
2580,2/20/19,12:26:54,16830,LUX     
2581,2/20/19,12:27:04,16830,LUX     
2582,2/20/19,12:27:14,16830,LUX     
2583,2/20/19,12:27:24,15900,LUX     
2584,2/20/19,12:27:34,16130,LUX     
2585,2/20/19,12:27:44,16130,LUX     
2586,2/20/19,12:27:54,16130,LUX     
2587,2/20/19,12:28:04,15670,LUX     
2588,2/20/19,12:28:14,15900,LUX     
2589,2/20/19,12:28:24,15900,LUX     
2590,2/20/19,12:28:34,15200,LUX     
2591,2/20/19,12:28:44,15200,LUX     
2592,2/20/19,12:28:54,15200,LUX     
2593,2/20/19,12:29:04,15200,LUX     
2594,2/20/19,12:29:14,16600,LUX     
2595,2/20/19,12:29:24,17760,LUX     
2596,2/20/19,12:29:34,17760,LUX     
2597,2/20/19,12:29:44,17760,LUX     
2598,2/20/19,12:29:54,17290,LUX     
2599,2/20/19,12:30:04,17290,LUX     
2600,2/20/19,12:30:14,17290,LUX     
2601,2/20/19,12:30:24,17290,LUX     
2602,2/20/19,12:30:34,17290,LUX     
2603,2/20/19,12:30:44,16130,LUX     
2604,2/20/19,12:30:54,16130,LUX     
2605,2/20/19,12:31:04,15900,LUX     
2606,2/20/19,12:31:14,15900,LUX     
2607,2/20/19,12:31:24,15670,LUX     
2608,2/20/19,12:31:34,15900,LUX     
2609,2/20/19,12:31:44,15900,LUX     
2610,2/20/19,12:31:54,15900,LUX     
2611,2/20/19,12:32:04,15900,LUX     
2612,2/20/19,12:32:14,18220,LUX     
2613,2/20/19,12:32:24,18220,LUX     
2614,2/20/19,12:32:34,18220,LUX     
2615,2/20/19,12:32:44,18220,LUX     
2616,2/20/19,12:32:54,17760,LUX     
2617,2/20/19,12:33:04,17760,LUX     
2618,2/20/19,12:33:14,17760,LUX     
2619,2/20/19,12:33:24,17530,LUX     
2620,2/20/19,12:33:34,17530,LUX     
2621,2/20/19,12:33:44,17530,LUX     
2622,2/20/19,12:33:54,18220,LUX     
2623,2/20/19,12:34:04,18220,LUX     
2624,2/20/19,12:34:14,18220,LUX     
2625,2/20/19,12:34:24,18460,LUX     
2626,2/20/19,12:34:34,17760,LUX     
2627,2/20/19,12:34:44,17760,LUX     
2628,2/20/19,12:34:54,17760,LUX     
2629,2/20/19,12:35:04,17760,LUX     
2630,2/20/19,12:35:14,17760,LUX     
2631,2/20/19,12:35:24,17760,LUX     
2632,2/20/19,12:35:34,14970,LUX     
2633,2/20/19,12:35:44,14970,LUX     
2634,2/20/19,12:35:54,14970,LUX     
2635,2/20/19,12:36:04,14970,LUX     
2636,2/20/19,12:36:14,17290,LUX     
2637,2/20/19,12:36:24,17290,LUX     
2638,2/20/19,12:36:34,18460,LUX     
2639,2/20/19,12:36:44,18460,LUX     
2640,2/20/19,12:36:54,18920,LUX     
2641,2/20/19,12:37:04,18920,LUX     
2642,2/20/19,12:37:14,18220,LUX     
2643,2/20/19,12:37:24,17530,LUX     
2644,2/20/19,12:37:34,17530,LUX     
2645,2/20/19,12:37:44,18220,LUX     
2646,2/20/19,12:37:54,18220,LUX     
2647,2/20/19,12:38:04,18220,LUX     
2648,2/20/19,12:38:14,17990,LUX     
2649,2/20/19,12:38:24,17530,LUX     
2650,2/20/19,12:38:34,17530,LUX     
2651,2/20/19,12:38:44,17290,LUX     
2652,2/20/19,12:38:54,17290,LUX     
2653,2/20/19,12:39:04,17290,LUX     
2654,2/20/19,12:39:14,17060,LUX     
2655,2/20/19,12:39:24,17060,LUX     
2656,2/20/19,12:39:34,17060,LUX     
2657,2/20/19,12:39:44,17290,LUX     
2658,2/20/19,12:39:54,17290,LUX     
2659,2/20/19,12:40:04,17290,LUX     
2660,2/20/19,12:40:14,17060,LUX     
2661,2/20/19,12:40:24,17060,LUX     
2662,2/20/19,12:40:34,17060,LUX     
2663,2/20/19,12:40:44,16360,LUX     
2664,2/20/19,12:40:54,16360,LUX     
2665,2/20/19,12:41:04,16360,LUX     
2666,2/20/19,12:41:14,16600,LUX     
2667,2/20/19,12:41:24,15900,LUX     
2668,2/20/19,12:41:34,16600,LUX     
2669,2/20/19,12:41:44,16600,LUX     
2670,2/20/19,12:41:54,16600,LUX     
2671,2/20/19,12:42:04,16600,LUX     
2672,2/20/19,12:42:14,16600,LUX     
2673,2/20/19,12:42:24,16600,LUX     
2674,2/20/19,12:42:34,17060,LUX     
2675,2/20/19,12:42:44,17060,LUX     
2676,2/20/19,12:42:54,17060,LUX     
2677,2/20/19,12:43:04,17060,LUX     
2678,2/20/19,12:43:14,17060,LUX     
2679,2/20/19,12:43:24,17060,LUX     
2680,2/20/19,12:43:34,15430,LUX     
2681,2/20/19,12:43:44,15430,LUX     
2682,2/20/19,12:43:54,15430,LUX     
2683,2/20/19,12:44:04,15430,LUX     
2684,2/20/19,12:44:14,15430,LUX     
2685,2/20/19,12:44:24,15200,LUX     
2686,2/20/19,12:44:34,15200,LUX     
2687,2/20/19,12:44:44,15200,LUX     
2688,2/20/19,12:44:54,15900,LUX     
2689,2/20/19,12:45:04,15900,LUX     
2690,2/20/19,12:45:14,15900,LUX     
2691,2/20/19,12:45:24,14500,LUX     
2692,2/20/19,12:45:34,13570,LUX     
2693,2/20/19,12:45:44,13570,LUX     
2694,2/20/19,12:45:54,14500,LUX     
2695,2/20/19,12:46:04,14500,LUX     
2696,2/20/19,12:46:14,14500,LUX     
2697,2/20/19,12:46:24,15200,LUX     
2698,2/20/19,12:46:34,15200,LUX     
2699,2/20/19,12:46:44,15200,LUX     
2700,2/20/19,12:46:54,14500,LUX     
2701,2/20/19,12:47:04,15430,LUX     
2702,2/20/19,12:47:14,15430,LUX     
2703,2/20/19,12:47:24,15200,LUX     
2704,2/20/19,12:47:34,15430,LUX     
2705,2/20/19,12:47:44,15430,LUX     
2706,2/20/19,12:47:54,15200,LUX     
2707,2/20/19,12:48:04,15200,LUX     
2708,2/20/19,12:48:14,15200,LUX     
2709,2/20/19,12:48:24,14270,LUX     
2710,2/20/19,12:48:34,14270,LUX     
2711,2/20/19,12:48:44,13110,LUX     
2712,2/20/19,12:48:54,12880,LUX     
2713,2/20/19,12:49:04,12880,LUX     
2714,2/20/19,12:49:14,14740,LUX     
2715,2/20/19,12:49:24,14740,LUX     
2716,2/20/19,12:49:34,15670,LUX     
2717,2/20/19,12:49:44,16130,LUX     
2718,2/20/19,12:49:54,16130,LUX     
2719,2/20/19,12:50:04,16130,LUX     
2720,2/20/19,12:50:14,16130,LUX     
2721,2/20/19,12:50:24,16130,LUX     
2722,2/20/19,12:50:34,15430,LUX     
2723,2/20/19,12:50:44,14040,LUX     
2724,2/20/19,12:50:54,14040,LUX     
2725,2/20/19,12:51:04,14740,LUX     
2726,2/20/19,12:51:14,14740,LUX     
2727,2/20/19,12:51:24,14740,LUX     
2728,2/20/19,12:51:34,14740,LUX     
2729,2/20/19,12:51:44,15430,LUX     
2730,2/20/19,12:51:54,15430,LUX     
2731,2/20/19,12:52:04,14970,LUX     
2732,2/20/19,12:52:14,14970,LUX     
2733,2/20/19,12:52:24,14970,LUX     
2734,2/20/19,12:52:34,14500,LUX     
2735,2/20/19,12:52:44,14500,LUX     
2736,2/20/19,12:52:54,14500,LUX     
2737,2/20/19,12:53:04,13810,LUX     
2738,2/20/19,12:53:14,13810,LUX     
2739,2/20/19,12:53:24,13810,LUX     
2740,2/20/19,12:53:34,14040,LUX     
2741,2/20/19,12:53:44,14040,LUX     
2742,2/20/19,12:53:54,14040,LUX     
2743,2/20/19,12:54:04,13110,LUX     
2744,2/20/19,12:54:14,13110,LUX     
2745,2/20/19,12:54:24,13110,LUX     
2746,2/20/19,12:54:34,14500,LUX     
2747,2/20/19,12:54:44,14500,LUX     
2748,2/20/19,12:54:54,12640,LUX     
2749,2/20/19,12:55:04,12640,LUX     
2750,2/20/19,12:55:14,12640,LUX     
2751,2/20/19,12:55:24,12640,LUX     
2752,2/20/19,12:55:34,12640,LUX     
2753,2/20/19,12:55:44,12640,LUX     
2754,2/20/19,12:55:54,12640,LUX     
2755,2/20/19,12:56:04,11950,LUX     
2756,2/20/19,12:56:14,12410,LUX     
2757,2/20/19,12:56:24,12880,LUX     
2758,2/20/19,12:56:34,11710,LUX     
2759,2/20/19,12:56:44,11480,LUX     
2760,2/20/19,12:56:54,12880,LUX     
2761,2/20/19,12:57:04,11710,LUX     
2762,2/20/19,12:57:14,11710,LUX     
2763,2/20/19,12:57:24,11710,LUX     
2764,2/20/19,12:57:34,10780,LUX     
2765,2/20/19,12:57:44,10550,LUX     
2766,2/20/19,12:57:54,10550,LUX     
2767,2/20/19,12:58:04,11020,LUX     
2768,2/20/19,12:58:14,11020,LUX     
2769,2/20/19,12:58:24,11250,LUX     
2770,2/20/19,12:58:34,11250,LUX     
2771,2/20/19,12:58:44,11250,LUX     
2772,2/20/19,12:58:54,10320,LUX     
2773,2/20/19,12:59:04,10550,LUX     
2774,2/20/19,12:59:14,10550,LUX     
2775,2/20/19,12:59:24,10550,LUX     
2776,2/20/19,12:59:34,12410,LUX     
2777,2/20/19,12:59:44,13340,LUX     
2778,2/20/19,12:59:54,13340,LUX     
2779,2/20/19,13:00:04,13340,LUX     
2780,2/20/19,13:00:14,13340,LUX     
2781,2/20/19,13:00:24,13340,LUX     
2782,2/20/19,13:00:34,13340,LUX     
2783,2/20/19,13:00:44,11480,LUX     
2784,2/20/19,13:00:54,11710,LUX     
